0.007686,-0.021240,-0.000473,-0.012412,-0.002818,-0.012625,-0.001880,0.007974,-0.004556,-0.012528,-0.016950,0.004664,0.008189,0.007088,-0.000120,-0.002165,-0.005904,-0.004547,-0.009815,-0.002616,-0.003013,-0.002588,-0.009788,0.006953,-0.000439,0.002080,-0.000020,-0.006679,-0.004088,0.002612
-0.008341,0.001298,0.003174,-0.012790,-0.000914,-0.002246,0.008097,0.004312,-0.018181,0.010556,-0.001007,-0.004223,0.005955,-0.010545,-0.000139,0.011029,0.006903,0.004111,-0.001207,0.004072,0.001935,-0.005144,-0.002868,0.014692,0.011148,0.004211,0.011978,-0.001478,0.013164,-0.013125
-0.007838,0.010305,-0.000836,-0.019926,-0.000037,-0.008328,0.006911,-0.007866,-0.005154,0.008999,0.011954,-0.004182,0.006133,-0.010220,-0.008076,-0.011578,0.011827,-0.007674,-0.017352,0.001476,-0.001472,0.008107,0.008040,0.000273,-0.002465,0.004301,0.010850,0.008682,-0.002046,-0.004124
0.008753,0.008682,0.010011,0.026273,-0.000961,-0.011461,0.014816,-0.015278,0.001537,-0.009016,-0.008259,-0.001551,-0.009473,-0.003669,0.001407,-0.006995,-0.004374,-0.001280,-0.001364,0.000215,-0.006587,0.001914,0.014442,0.001312,0.001592,-0.000777,0.000382,-0.017058,-0.002413,-0.007519
-0.007990,-0.001877,0.000585,-0.003828,0.005546,-0.001388,0.001050,0.005069,0.007072,0.010708,-0.023172,0.003370,-0.007000,-0.003233,0.004659,0.021465,-0.006874,-0.000537,0.000496,0.004020,-0.000222,0.000170,-0.000569,0.002108,-0.009792,-0.000749,-0.007907,0.007194,0.013879,-0.004104
0.010631,-0.014629,-0.004736,-0.002599,-0.010641,0.005482,-0.010665,0.018650,0.008036,0.004143,0.008324,-0.000276,-0.010665,0.005859,0.007648,0.004847,0.005252,-0.001299,0.009145,-0.002879,0.003307,-0.020147,-0.004027,0.001444,0.004903,0.001267,0.004494,-0.001106,0.001109,0.000435
-0.001116,-0.018124,-0.019512,-0.002980,0.007552,0.004278,0.005274,-0.005392,-0.018197,-0.007681,0.001286,-0.002340,0.016027,0.008979,-0.013325,-0.004034,-0.006027,0.014795,0.010725,0.005888,-0.002355,-0.001888,0.004977,-0.003305,-0.018627,0.008609,-0.001307,-0.006317,-0.005144,-0.007719
-0.006484,0.011900,0.001555,0.006092,0.003052,-0.001722,-0.011539,-0.014691,-0.022085,-0.005302,-0.015628,-0.008851,0.006863,0.002546,-0.017639,0.011542,-0.000542,0.008327,-0.004076,0.021637,0.002301,0.007576,0.006262,0.003480,-0.007109,0.002591,-0.004680,-0.012046,0.004875,-0.002628
0.005008,-0.005822,0.017423,0.014153,0.004538,-0.003641,-0.001637,0.019479,-0.009123,0.009372,-0.002808,-0.008371,-0.008910,0.006577,-0.013903,0.000374,0.016196,0.030827,0.001795,-0.011374,0.003866,-0.005176,0.012281,0.017832,-0.010173,0.011113,0.000118,0.003386,-0.004522,0.003006
0.016900,-0.014367,-0.006684,-0.010328,0.011732,0.009465,-0.010058,0.001874,-0.017768,0.004339,0.002898,-0.006622,-0.019629,0.011672,0.006398,0.009444,-0.003232,0.001288,0.009701,-0.009980,-0.010293,0.012913,0.006112,-0.009801,-0.016931,-0.009773,-0.016511,-0.021300,-0.010216,0.006434
0.006705,0.001307,-0.012654,-0.018254,0.018242,-0.001499,-0.010199,-0.005306,-0.013352,0.006182,-0.008477,0.019335,0.003205,-0.027744,-0.012626,-0.005364,-0.004692,0.001919,-0.000680,0.007380,0.009287,-0.004628,-0.002209,0.011105,-0.009467,0.008985,0.005764,0.006538,-0.003122,0.007039
-0.000040,-0.000842,-0.008982,0.003570,-0.022512,0.021635,0.006849,-0.001967,-0.003165,0.008704,-0.020915,-0.000825,0.002929,-0.000448,0.009066,-0.010801,0.003637,-0.006310,-0.007306,0.004821,-0.002196,0.011699,0.002029,-0.002521,0.004844,-0.002586,-0.009403,0.008115,-0.010155,-0.002013
0.003572,0.010175,-0.004036,-0.002508,0.009310,-0.003773,-0.007503,-0.010822,-0.002953,-0.002573,-0.005088,-0.001555,0.007159,-0.004827,0.001217,-0.007484,-0.015320,0.010274,0.012863,0.013158,-0.003641,0.000605,0.010413,0.001902,0.017535,-0.012114,-0.002659,-0.007104,0.000115,0.010083
0.002655,0.004860,0.005276,0.011683,-0.001962,-0.001287,-0.003647,0.005404,0.019893,-0.003824,0.005859,0.003707,-0.006534,-0.011482,0.007848,-0.004678,-0.003979,-0.003232,-0.016875,0.003830,0.000469,-0.003849,0.006403,-0.019376,-0.006671,0.012498,-0.006543,-0.000616,0.017861,0.002446
-0.010132,0.001080,0.005434,-0.001661,-0.001862,-0.014271,0.009690,0.014729,-0.007192,-0.011196,-0.002709,0.000351,-0.007642,-0.007454,0.000943,0.015133,-0.011462,-0.009666,-0.017477,0.023540,0.007963,-0.006119,-0.010183,-0.011152,0.004603,-0.001485,-0.004369,-0.010958,-0.003411,0.000146
-0.003443,-0.003232,-0.005934,0.012321,0.001535,0.008240,0.005783,-0.010552,0.019615,-0.001864,-0.010975,0.001456,-0.003957,0.025772,-0.000187,-0.010486,-0.002896,-0.006427,-0.003470,0.007529,0.018020,-0.000546,0.006028,0.004777,-0.010515,0.001931,0.015636,0.005198,0.000009,-0.008752
-0.001380,-0.016853,0.005822,-0.006116,-0.002986,-0.002385,0.009396,0.004425,-0.001667,-0.010985,-0.008021,-0.001755,0.001963,-0.008751,0.000934,-0.011175,-0.016630,0.003183,0.004954,-0.007362,0.012221,0.015714,-0.000204,0.002613,0.004492,-0.006286,0.005471,-0.003567,0.009775,-0.007793
-0.013305,-0.026226,-0.000914,-0.006898,0.011862,0.010383,-0.010719,0.002920,0.003214,0.005557,0.000284,-0.012324,-0.005464,0.007421,-0.002454,0.012839,-0.000044,0.001065,-0.000953,0.012189,0.010751,-0.006131,0.003857,-0.013549,-0.005964,0.013719,0.010855,-0.009882,0.009342,0.005625
-0.009526,-0.009569,0.007221,0.008401,-0.006918,-0.006944,-0.006477,-0.005875,0.005531,0.004266,0.007536,0.010401,-0.010783,-0.000384,0.003486,0.000505,-0.013119,0.004023,-0.003719,0.001391,-0.000493,0.008213,-0.001551,0.000230,0.011021,-0.002244,-0.014503,0.011500,0.007095,-0.003880
0.002456,0.002613,-0.003933,-0.005440,0.001476,0.009076,-0.006117,0.004558,-0.005888,-0.002173,0.003395,-0.009460,0.002281,-0.007246,0.012512,0.007822,0.008263,0.021492,0.013641,0.005333,-0.011168,-0.000557,-0.010308,-0.002646,0.011928,-0.016007,-0.017456,-0.014686,-0.006099,-0.011292
-0.007697,-0.015541,-0.009411,-0.027762,-0.017335,-0.011789,-0.005624,-0.004847,0.009783,0.008814,-0.024790,0.011419,-0.009680,-0.000609,0.006166,-0.016876,-0.000742,0.004020,-0.001055,0.001763,0.016746,0.002042,0.010305,-0.008614,0.009665,0.013559,-0.005876,0.000866,0.006007,-0.012501
0.007534,-0.002316,-0.004929,-0.008863,0.010816,-0.007800,-0.003935,-0.003192,-0.002487,0.004778,-0.006561,0.007729,0.007439,-0.006627,0.017833,-0.028603,-0.018579,0.004040,-0.007213,-0.001745,0.023911,-0.017313,0.012436,-0.016863,0.001774,-0.012123,-0.007035,0.003234,0.007480,0.011250
-0.002174,0.010685,0.002927,0.013953,0.011159,0.004651,0.016002,0.004858,0.009602,-0.016819,0.004266,0.019084,-0.003701,0.020346,-0.003396,0.001057,0.018583,0.006440,0.012030,0.006309,-0.006860,-0.018826,-0.012781,0.007269,0.012852,0.009754,0.016748,0.001069,-0.007742,0.001612
-0.003161,-0.012375,-0.012271,-0.013229,-0.004771,0.021498,-0.007801,-0.014488,-0.018694,-0.005946,-0.002100,-0.004819,-0.003640,-0.007549,0.014592,0.002178,-0.005849,-0.000205,0.002217,-0.014264,0.010171,0.001419,0.020432,-0.002257,-0.003258,0.005209,-0.002203,0.009112,0.000578,-0.012657
